Date,Country/Region,Cases,Longitude,Latitude,Recovered,Deaths,Recovery_Rate,Death_Rate,Month,Season,Lockdown,Alcohol Sales,Infection Rate,Vaccination
20/03/06,South Africa,1,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,0.0,Non-Vaccination
20/03/07,South Africa,1,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,0.0,Non-Vaccination
20/03/08,South Africa,3,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,66.667,Non-Vaccination
20/03/09,South Africa,3,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,0.0,Non-Vaccination
20/03/10,South Africa,7,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,57.143,Non-Vaccination
20/03/11,South Africa,13,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,46.154,Non-Vaccination
20/03/12,South Africa,17,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,23.529,Non-Vaccination
20/03/13,South Africa,24,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,29.167,Non-Vaccination
20/03/14,South Africa,38,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,36.842,Non-Vaccination
20/03/15,South Africa,51,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,25.49,Non-Vaccination
20/03/16,South Africa,62,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,17.742,Non-Vaccination
20/03/17,South Africa,62,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,0.0,Non-Vaccination
20/03/18,South Africa,116,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,46.552,Non-Vaccination
20/03/19,South Africa,150,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,22.667,Non-Vaccination
20/03/20,South Africa,202,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,25.743,Non-Vaccination
20/03/21,South Africa,240,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,15.833,Non-Vaccination
20/03/22,South Africa,274,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,12.409,Non-Vaccination
20/03/23,South Africa,402,22.9375,-30.5595,0,0,0.0,0.0,3,Autumn,Level 1,Allowed,31.841,Non-Vaccination
20/03/24,South Africa,554,22.9375,-30.5595,4,0,0.722,0.0,3,Autumn,Level 1,Allowed,27.437,Non-Vaccination
20/03/25,South Africa,709,22.9375,-30.5595,12,0,1.6925,0.0,3,Autumn,Level 1,Allowed,21.862,Non-Vaccination
20/03/26,South Africa,927,22.9375,-30.5595,12,0,1.2945,0.0,3,Autumn,Level 1,Allowed,23.517,Non-Vaccination
20/03/27,South Africa,1170,22.9375,-30.5595,31,1,2.6496,0.0855,3,Autumn,Level 1,Banned,20.769,Non-Vaccination
20/03/28,South Africa,1187,22.9375,-30.5595,31,1,2.6116,0.0842,3,Autumn,Level 1,Banned,1.432,Non-Vaccination
20/03/29,South Africa,1280,22.9375,-30.5595,31,2,2.4219,0.1562,3,Autumn,Level 1,Banned,7.266,Non-Vaccination
20/03/30,South Africa,1326,22.9375,-30.5595,31,3,2.3379,0.2262,3,Autumn,Level 1,Banned,3.469,Non-Vaccination
20/03/31,South Africa,1353,22.9375,-30.5595,31,5,2.2912,0.3695,3,Autumn,Level 1,Banned,1.996,Non-Vaccination
20/04/01,South Africa,1380,22.9375,-30.5595,50,5,3.6232,0.3623,4,Autumn,Level 1,Banned,1.957,Non-Vaccination
20/04/02,South Africa,1462,22.9375,-30.5595,50,5,3.42,0.342,4,Autumn,Level 1,Banned,5.609,Non-Vaccination
20/04/03,South Africa,1505,22.9375,-30.5595,95,9,6.3123,0.598,4,Autumn,Level 1,Banned,2.857,Non-Vaccination
20/04/04,South Africa,1585,22.9375,-30.5595,95,9,5.9937,0.5678,4,Autumn,Level 1,Banned,5.047,Non-Vaccination
20/04/05,South Africa,1655,22.9375,-30.5595,95,11,5.7402,0.6647,4,Autumn,Level 1,Banned,4.23,Non-Vaccination
20/04/06,South Africa,1686,22.9375,-30.5595,95,12,5.6346,0.7117,4,Autumn,Level 1,Banned,1.839,Non-Vaccination
20/04/07,South Africa,1749,22.9375,-30.5595,95,13,5.4317,0.7433,4,Autumn,Level 1,Banned,3.602,Non-Vaccination
20/04/08,South Africa,1845,22.9375,-30.5595,95,18,5.1491,0.9756,4,Autumn,Level 1,Banned,5.2029999999999985,Non-Vaccination
20/04/09,South Africa,1934,22.9375,-30.5595,95,18,4.9121,0.9307,4,Autumn,Level 1,Banned,4.602,Non-Vaccination
20/04/10,South Africa,2003,22.9375,-30.5595,410,24,20.4693,1.1982,4,Autumn,Level 1,Banned,3.445,Non-Vaccination
20/04/11,South Africa,2028,22.9375,-30.5595,410,25,20.217,1.2327,4,Autumn,Level 1,Banned,1.233,Non-Vaccination
20/04/12,South Africa,2173,22.9375,-30.5595,410,25,18.8679,1.1505,4,Autumn,Level 1,Banned,6.672999999999999,Non-Vaccination
20/04/13,South Africa,2272,22.9375,-30.5595,410,27,18.0458,1.1884,4,Autumn,Level 1,Banned,4.357,Non-Vaccination
20/04/14,South Africa,2415,22.9375,-30.5595,410,27,16.9772,1.118,4,Autumn,Level 1,Banned,5.921,Non-Vaccination
20/04/15,South Africa,2506,22.9375,-30.5595,410,34,16.3607,1.3567,4,Autumn,Level 1,Banned,3.631,Non-Vaccination
20/04/16,South Africa,2605,22.9375,-30.5595,903,48,34.6641,1.8426,4,Autumn,Level 1,Banned,3.8,Non-Vaccination
20/04/17,South Africa,2783,22.9375,-30.5595,903,50,32.447,1.7966,4,Autumn,Level 1,Banned,6.396,Non-Vaccination
20/04/18,South Africa,3034,22.9375,-30.5595,903,52,29.7627,1.7139,4,Autumn,Level 1,Banned,8.273,Non-Vaccination
20/04/19,South Africa,3158,22.9375,-30.5595,903,54,28.594,1.7099,4,Autumn,Level 1,Banned,3.927,Non-Vaccination
20/04/20,South Africa,3300,22.9375,-30.5595,1055,58,31.9697,1.7576,4,Autumn,Level 1,Banned,4.303,Non-Vaccination
20/04/21,South Africa,3465,22.9375,-30.5595,1055,58,30.4473,1.6739,4,Autumn,Level 1,Banned,4.762,Non-Vaccination
20/04/22,South Africa,3635,22.9375,-30.5595,1055,65,29.0234,1.7882,4,Autumn,Level 1,Banned,4.677,Non-Vaccination
20/04/23,South Africa,3953,22.9375,-30.5595,1473,75,37.2628,1.8973,4,Autumn,Level 1,Banned,8.045,Non-Vaccination
20/04/24,South Africa,4220,22.9375,-30.5595,1473,79,34.9052,1.872,4,Autumn,Level 1,Banned,6.327000000000001,Non-Vaccination
20/04/25,South Africa,4361,22.9375,-30.5595,1473,86,33.7767,1.972,4,Autumn,Level 1,Banned,3.233,Non-Vaccination
20/04/26,South Africa,4546,22.9375,-30.5595,1473,87,32.4021,1.9138,4,Autumn,Level 1,Banned,4.07,Non-Vaccination
20/04/27,South Africa,4793,22.9375,-30.5595,1473,90,30.7323,1.8777,4,Autumn,Level 1,Banned,5.153,Non-Vaccination
20/04/28,South Africa,4996,22.9375,-30.5595,2073,93,41.4932,1.8615,4,Autumn,Level 1,Banned,4.063,Non-Vaccination
20/04/29,South Africa,5350,22.9375,-30.5595,2073,103,38.7477,1.9252,4,Autumn,Level 1,Banned,6.617000000000001,Non-Vaccination
20/04/30,South Africa,5647,22.9375,-30.5595,2073,103,36.7098,1.824,4,Autumn,Level 1,Banned,5.259,Non-Vaccination
20/05/01,South Africa,5951,22.9375,-30.5595,2382,116,40.0269,1.9493,5,Autumn,Level 1,Banned,5.1080000000000005,Non-Vaccination
20/05/02,South Africa,6336,22.9375,-30.5595,2549,123,40.2304,1.9413,5,Autumn,Level 1,Banned,6.0760000000000005,Non-Vaccination
20/05/03,South Africa,6783,22.9375,-30.5595,2549,131,37.5792,1.9313,5,Autumn,Level 1,Banned,6.59,Non-Vaccination
20/05/04,South Africa,7220,22.9375,-30.5595,2746,138,38.0332,1.9114,5,Autumn,Level 1,Banned,6.053,Non-Vaccination
20/05/05,South Africa,7572,22.9375,-30.5595,2746,148,36.2652,1.9546,5,Autumn,Level 1,Banned,4.649,Non-Vaccination
20/05/06,South Africa,7808,22.9375,-30.5595,3153,153,40.3817,1.9595,5,Autumn,Level 1,Banned,3.023,Non-Vaccination
20/05/07,South Africa,8232,22.9375,-30.5595,3153,161,38.3017,1.9558,5,Autumn,Level 1,Banned,5.151,Non-Vaccination
20/05/08,South Africa,8895,22.9375,-30.5595,3153,178,35.4469,2.0011,5,Autumn,Level 1,Banned,7.454,Non-Vaccination
20/05/09,South Africa,9420,22.9375,-30.5595,3983,186,42.2824,1.9745,5,Autumn,Level 1,Banned,5.573,Non-Vaccination
20/05/10,South Africa,10015,22.9375,-30.5595,4173,194,41.6675,1.9371,5,Autumn,Level 1,Banned,5.941,Non-Vaccination
20/05/11,South Africa,10652,22.9375,-30.5595,4357,206,40.9031,1.9339,5,Autumn,Level 1,Banned,5.98,Non-Vaccination
20/05/12,South Africa,11350,22.9375,-30.5595,4357,206,38.3877,1.815,5,Autumn,Level 1,Banned,6.15,Non-Vaccination
20/05/13,South Africa,12074,22.9375,-30.5595,4745,219,39.2993,1.8138,5,Autumn,Level 1,Banned,5.996,Non-Vaccination
20/05/14,South Africa,12739,22.9375,-30.5595,5676,238,44.5561,1.8683,5,Autumn,Level 1,Banned,5.22,Non-Vaccination
20/05/15,South Africa,13524,22.9375,-30.5595,6083,247,44.9793,1.8264,5,Autumn,Level 1,Banned,5.8039999999999985,Non-Vaccination
20/05/16,South Africa,14355,22.9375,-30.5595,6478,261,45.1271,1.8182,5,Autumn,Level 1,Banned,5.789,Non-Vaccination
20/05/17,South Africa,15515,22.9375,-30.5595,7006,264,45.1563,1.7016,5,Autumn,Level 1,Banned,7.477,Non-Vaccination
20/05/18,South Africa,16433,22.9375,-30.5595,7298,286,44.4106,1.7404,5,Autumn,Level 1,Banned,5.586,Non-Vaccination
20/05/19,South Africa,17200,22.9375,-30.5595,7960,312,46.2791,1.814,5,Autumn,Level 1,Banned,4.459,Non-Vaccination
20/05/20,South Africa,18003,22.9375,-30.5595,8950,339,49.7139,1.883,5,Autumn,Level 1,Banned,4.46,Non-Vaccination
20/05/21,South Africa,19137,22.9375,-30.5595,8950,369,46.768,1.9282,5,Autumn,Level 1,Banned,5.926,Non-Vaccination
20/05/22,South Africa,20125,22.9375,-30.5595,10104,397,50.2062,1.9727,5,Autumn,Level 1,Banned,4.909,Non-Vaccination
20/05/23,South Africa,21343,22.9375,-30.5595,10104,407,47.341,1.9069,5,Autumn,Level 1,Banned,5.707000000000002,Non-Vaccination
20/05/24,South Africa,22583,22.9375,-30.5595,11100,429,49.152,1.8997,5,Autumn,Level 1,Banned,5.4910000000000005,Non-Vaccination
20/05/25,South Africa,23615,22.9375,-30.5595,11917,481,50.4637,2.0368,5,Autumn,Level 1,Banned,4.37,Non-Vaccination
20/05/26,South Africa,24264,22.9375,-30.5595,12741,524,52.5099,2.1596,5,Autumn,Level 1,Banned,2.675,Non-Vaccination
20/05/27,South Africa,25937,22.9375,-30.5595,13451,552,51.8603,2.1282,5,Autumn,Level 1,Banned,6.45,Non-Vaccination
20/05/28,South Africa,27403,22.9375,-30.5595,14370,577,52.4395,2.1056,5,Autumn,Level 1,Banned,5.35,Non-Vaccination
20/05/29,South Africa,29240,22.9375,-30.5595,15093,611,51.6176,2.0896,5,Autumn,Level 1,Banned,6.282,Non-Vaccination
20/05/30,South Africa,30967,22.9375,-30.5595,16116,643,52.0425,2.0764,5,Autumn,Level 1,Banned,5.577000000000001,Non-Vaccination
20/05/31,South Africa,32683,22.9375,-30.5595,16809,683,51.4304,2.0898,5,Autumn,Level 4,Banned,5.25,Non-Vaccination
20/06/01,South Africa,34357,22.9375,-30.5595,17291,705,50.3274,2.052,6,Winter,Level 2,Banned,4.872,Non-Vaccination
20/06/02,South Africa,35812,22.9375,-30.5595,18313,755,51.1365,2.1082,6,Winter,Level 2,Allowed,4.063,Non-Vaccination
20/06/03,South Africa,37525,22.9375,-30.5595,19682,792,52.4504,2.1106,6,Winter,Level 2,Allowed,4.565,Non-Vaccination
20/06/04,South Africa,40792,22.9375,-30.5595,21311,848,52.2431,2.0788,6,Winter,Level 2,Allowed,8.009,Non-Vaccination
20/06/05,South Africa,43434,22.9375,-30.5595,23088,908,53.1565,2.0905,6,Winter,Level 2,Allowed,6.082999999999998,Non-Vaccination
20/06/06,South Africa,45973,22.9375,-30.5595,24258,952,52.7658,2.0708,6,Winter,Level 2,Allowed,5.523,Non-Vaccination
20/06/07,South Africa,48285,22.9375,-30.5595,24364,998,50.4587,2.0669,6,Winter,Level 2,Allowed,4.788,Non-Vaccination
20/06/08,South Africa,50879,22.9375,-30.5595,26099,1080,51.2962,2.1227,6,Winter,Level 2,Allowed,5.098,Non-Vaccination
20/06/09,South Africa,52991,22.9375,-30.5595,29006,1162,54.7376,2.1928,6,Winter,Level 2,Allowed,3.986,Non-Vaccination
20/06/10,South Africa,55421,22.9375,-30.5595,31505,1210,56.8467,2.1833,6,Winter,Level 2,Allowed,4.385,Non-Vaccination
20/06/11,South Africa,58568,22.9375,-30.5595,33252,1284,56.775,2.1923,6,Winter,Level 2,Allowed,5.372999999999998,Non-Vaccination
20/06/12,South Africa,61927,22.9375,-30.5595,35006,1354,56.5278,2.1864,6,Winter,Level 2,Allowed,5.424,Non-Vaccination
20/06/13,South Africa,65736,22.9375,-30.5595,36850,1423,56.0576,2.1647,6,Winter,Level 2,Allowed,5.794,Non-Vaccination
20/06/14,South Africa,70038,22.9375,-30.5595,38531,1480,55.0144,2.1131,6,Winter,Level 2,Allowed,6.142,Non-Vaccination
20/06/15,South Africa,73533,22.9375,-30.5595,39867,1568,54.2165,2.1324,6,Winter,Level 2,Allowed,4.753,Non-Vaccination
20/06/16,South Africa,76334,22.9375,-30.5595,42063,1625,55.1039,2.1288,6,Winter,Level 3,Allowed,3.669,Non-Vaccination
20/06/17,South Africa,80412,22.9375,-30.5595,44331,1674,55.1298,2.0818,6,Winter,Level 3,Allowed,5.0710000000000015,Non-Vaccination
20/06/18,South Africa,83890,22.9375,-30.5595,44920,1737,53.5463,2.0706,6,Winter,Level 3,Allowed,4.146,Non-Vaccination
20/06/19,South Africa,87715,22.9375,-30.5595,47825,1831,54.5232,2.0874,6,Winter,Level 3,Allowed,4.3610000000000015,Non-Vaccination
20/06/20,South Africa,92681,22.9375,-30.5595,50326,1877,54.3002,2.0252,6,Winter,Level 3,Allowed,5.358,Non-Vaccination
20/06/21,South Africa,97302,22.9375,-30.5595,51608,1930,53.039,1.9835,6,Winter,Level 3,Allowed,4.749,Non-Vaccination
20/06/22,South Africa,101590,22.9375,-30.5595,53444,1991,52.6075,1.9598,6,Winter,Level 3,Allowed,4.221,Non-Vaccination
20/06/23,South Africa,106108,22.9375,-30.5595,55045,2102,51.8764,1.981,6,Winter,Level 3,Allowed,4.258,Non-Vaccination
20/06/24,South Africa,111796,22.9375,-30.5595,56874,2205,50.87300000000001,1.9723,6,Winter,Level 3,Allowed,5.088,Non-Vaccination
20/06/25,South Africa,118375,22.9375,-30.5595,59974,2292,50.6644,1.9362,6,Winter,Level 3,Allowed,5.558,Non-Vaccination
20/06/26,South Africa,124590,22.9375,-30.5595,64111,2340,51.4576,1.8782,6,Winter,Level 3,Allowed,4.988,Non-Vaccination
20/06/27,South Africa,131800,22.9375,-30.5595,67094,2413,50.9059,1.8308,6,Winter,Level 3,Allowed,5.47,Non-Vaccination
20/06/28,South Africa,138134,22.9375,-30.5595,68925,2456,49.8972,1.778,6,Winter,Level 3,Allowed,4.585,Non-Vaccination
20/06/29,South Africa,144264,22.9375,-30.5595,70614,2529,48.9478,1.753,6,Winter,Level 4,Banned,4.249,Non-Vaccination
20/06/30,South Africa,151209,22.9375,-30.5595,73543,2657,48.6367,1.7572,6,Winter,Level 4,Banned,4.593,Non-Vaccination
20/07/01,South Africa,159333,22.9375,-30.5595,76025,2749,47.7145,1.7253,7,Winter,Level 4,Banned,5.099,Non-Vaccination
20/07/02,South Africa,168061,22.9375,-30.5595,81999,2844,48.7912,1.6922,7,Winter,Level 4,Banned,5.193,Non-Vaccination
20/07/03,South Africa,177124,22.9375,-30.5595,86298,2952,48.7218,1.6666,7,Winter,Level 4,Banned,5.117,Non-Vaccination
20/07/04,South Africa,187977,22.9375,-30.5595,91227,3026,48.5309,1.6098,7,Winter,Level 4,Banned,5.774,Non-Vaccination
20/07/05,South Africa,196750,22.9375,-30.5595,93315,3199,47.4282,1.6259,7,Winter,Level 4,Banned,4.459,Non-Vaccination
20/07/06,South Africa,205721,22.9375,-30.5595,97848,3310,47.5634,1.609,7,Winter,Level 4,Banned,4.3610000000000015,Non-Vaccination
20/07/07,South Africa,215855,22.9375,-30.5595,102299,3502,47.3925,1.6224,7,Winter,Level 4,Banned,4.695,Non-Vaccination
20/07/08,South Africa,224665,22.9375,-30.5595,106842,3602,47.5561,1.6033,7,Winter,Level 4,Banned,3.921,Non-Vaccination
20/07/09,South Africa,238339,22.9375,-30.5595,113061,3720,47.4371,1.5608,7,Winter,Level 4,Banned,5.737,Non-Vaccination
20/07/10,South Africa,250687,22.9375,-30.5595,118232,3860,47.1632,1.5398,7,Winter,Level 4,Banned,4.926,Non-Vaccination
20/07/11,South Africa,264184,22.9375,-30.5595,127715,3971,48.3432,1.5031,7,Winter,Level 4,Banned,5.109,Non-Vaccination
20/07/12,South Africa,276242,22.9375,-30.5595,134874,4079,48.8246,1.4766,7,Winter,Level 4,Banned,4.365,Non-Vaccination
20/07/13,South Africa,287796,22.9375,-30.5595,138241,4172,48.0344,1.4496,7,Winter,Level 4,Banned,4.015,Non-Vaccination
20/07/14,South Africa,298292,22.9375,-30.5595,146279,4346,49.0389,1.457,7,Winter,Level 4,Banned,3.519,Non-Vaccination
20/07/15,South Africa,311049,22.9375,-30.5595,160693,4453,51.6616,1.4316,7,Winter,Level 4,Banned,4.101,Non-Vaccination
20/07/16,South Africa,324221,22.9375,-30.5595,165591,4669,51.0735,1.4401,7,Winter,Level 4,Banned,4.063,Non-Vaccination
20/07/17,South Africa,337594,22.9375,-30.5595,178183,4804,52.7803,1.423,7,Winter,Level 4,Banned,3.961,Non-Vaccination
20/07/18,South Africa,350879,22.9375,-30.5595,182230,4948,51.9353,1.4102,7,Winter,Level 4,Banned,3.786,Non-Vaccination
20/07/19,South Africa,364328,22.9375,-30.5595,191059,5033,52.4415,1.3814,7,Winter,Level 4,Banned,3.691,Non-Vaccination
20/07/20,South Africa,373628,22.9375,-30.5595,194865,5173,52.1548,1.3845,7,Winter,Level 4,Banned,2.489,Non-Vaccination
20/07/21,South Africa,381798,22.9375,-30.5595,208144,5368,54.5168,1.406,7,Winter,Level 4,Banned,2.14,Non-Vaccination
20/07/22,South Africa,394948,22.9375,-30.5595,229175,5940,58.0266,1.504,7,Winter,Level 4,Banned,3.33,Non-Vaccination
20/07/23,South Africa,408052,22.9375,-30.5595,236260,6093,57.8995,1.4932,7,Winter,Level 4,Banned,3.2110000000000003,Non-Vaccination
20/07/24,South Africa,421996,22.9375,-30.5595,245771,6343,58.2401,1.5031,7,Winter,Level 4,Banned,3.304,Non-Vaccination
20/07/25,South Africa,434200,22.9375,-30.5595,263054,6655,60.5836,1.5327,7,Winter,Level 4,Banned,2.8110000000000004,Non-Vaccination
20/07/26,South Africa,445433,22.9375,-30.5595,265077,6769,59.51,1.5196,7,Winter,Level 3,Banned,2.522,Non-Vaccination
20/07/27,South Africa,452529,22.9375,-30.5595,274925,7067,60.753,1.5617,7,Winter,Level 3,Banned,1.568,Non-Vaccination
20/07/28,South Africa,459761,22.9375,-30.5595,287313,7257,62.4918,1.5784,7,Winter,Level 3,Banned,1.5730000000000002,Non-Vaccination
20/07/29,South Africa,471123,22.9375,-30.5595,297967,7497,63.2461,1.5913,7,Winter,Level 3,Banned,2.412,Non-Vaccination
20/07/30,South Africa,482169,22.9375,-30.5595,309601,7812,64.2101,1.6202,7,Winter,Level 3,Banned,2.291,Non-Vaccination
20/07/31,South Africa,493183,22.9375,-30.5595,326171,8005,66.1359,1.6231,7,Winter,Level 3,Banned,2.233,Non-Vaccination
20/08/01,South Africa,503290,22.9375,-30.5595,342461,8153,68.0445,1.6199,8,Winter,Level 3,Banned,2.008,Non-Vaccination
20/08/02,South Africa,511485,22.9375,-30.5595,347227,8366,67.8861,1.6356,8,Winter,Level 3,Banned,1.602,Non-Vaccination
20/08/03,South Africa,516862,22.9375,-30.5595,358037,8539,69.2713,1.6521,8,Winter,Level 3,Banned,1.04,Non-Vaccination
20/08/04,South Africa,521318,22.9375,-30.5595,363751,8884,69.7753,1.7041,8,Winter,Level 3,Banned,0.855,Non-Vaccination
20/08/05,South Africa,529877,22.9375,-30.5595,377266,9298,71.1988,1.7547,8,Winter,Level 3,Banned,1.615,Non-Vaccination
20/08/06,South Africa,538184,22.9375,-30.5595,387316,9604,71.9672,1.7845,8,Winter,Level 3,Banned,1.544,Non-Vaccination
20/08/07,South Africa,545476,22.9375,-30.5595,394759,9909,72.3696,1.8166,8,Winter,Level 3,Banned,1.337,Non-Vaccination
20/08/08,South Africa,553188,22.9375,-30.5595,404568,10210,73.1339,1.8457,8,Winter,Level 3,Banned,1.394,Non-Vaccination
20/08/09,South Africa,559859,22.9375,-30.5595,411474,10408,73.49600000000002,1.859,8,Winter,Level 3,Banned,1.192,Non-Vaccination
20/08/10,South Africa,563598,22.9375,-30.5595,417200,10621,74.0244,1.8845,8,Winter,Level 3,Banned,0.6629999999999999,Non-Vaccination
20/08/11,South Africa,566109,22.9375,-30.5595,426125,10751,75.2726,1.8991,8,Winter,Level 3,Banned,0.444,Non-Vaccination
20/08/12,South Africa,568919,22.9375,-30.5595,432029,11010,75.9386,1.9352,8,Winter,Level 3,Banned,0.494,Non-Vaccination
20/08/13,South Africa,572865,22.9375,-30.5595,437617,11270,76.3909,1.9673,8,Winter,Level 3,Banned,0.6890000000000001,Non-Vaccination
20/08/14,South Africa,579140,22.9375,-30.5595,461734,11556,79.7275,1.9954,8,Winter,Level 3,Banned,1.084,Non-Vaccination
20/08/15,South Africa,583653,22.9375,-30.5595,466941,11677,80.0032,2.0007,8,Winter,Level 3,Banned,0.773,Non-Vaccination
20/08/16,South Africa,587345,22.9375,-30.5595,472377,11839,80.4258,2.0157,8,Winter,Level 3,Banned,0.629,Non-Vaccination
20/08/17,South Africa,589886,22.9375,-30.5595,477671,11982,80.9768,2.0312,8,Winter,Level 3,Banned,0.431,Non-Vaccination
20/08/18,South Africa,592144,22.9375,-30.5595,485468,12264,81.9848,2.0711,8,Winter,Level 3,Allowed,0.381,Non-Vaccination
20/08/19,South Africa,596060,22.9375,-30.5595,491441,12423,82.4482,2.0842,8,Winter,Level 3,Allowed,0.657,Non-Vaccination
20/08/20,South Africa,599940,22.9375,-30.5595,497169,12618,82.8698,2.1032,8,Winter,Level 3,Allowed,0.647,Non-Vaccination
20/08/21,South Africa,603338,22.9375,-30.5595,500102,12843,82.8892,2.1287,8,Winter,Level 3,Allowed,0.563,Non-Vaccination
20/08/22,South Africa,607045,22.9375,-30.5595,504127,12987,83.0461,2.1394,8,Winter,Level 3,Allowed,0.611,Non-Vaccination
20/08/23,South Africa,609773,22.9375,-30.5595,506470,13059,83.0588,2.1416,8,Winter,Level 3,Allowed,0.447,Non-Vaccination
20/08/24,South Africa,611450,22.9375,-30.5595,516494,13159,84.4704,2.1521,8,Winter,Level 3,Allowed,0.274,Non-Vaccination
20/08/25,South Africa,613017,22.9375,-30.5595,520381,13308,84.8885,2.1709,8,Winter,Level 3,Allowed,0.256,Non-Vaccination
20/08/26,South Africa,615701,22.9375,-30.5595,525242,13502,85.30799999999998,2.1929,8,Winter,Level 3,Allowed,0.436,Non-Vaccination
20/08/27,South Africa,618286,22.9375,-30.5595,531338,13628,85.9373,2.2042,8,Winter,Level 3,Allowed,0.418,Non-Vaccination
20/08/28,South Africa,620132,22.9375,-30.5595,533935,13743,86.1002,2.2161,8,Winter,Level 3,Allowed,0.298,Non-Vaccination
20/08/29,South Africa,622551,22.9375,-30.5595,536694,13981,86.2088,2.2458,8,Winter,Level 3,Allowed,0.389,Non-Vaccination
20/08/30,South Africa,625056,22.9375,-30.5595,538604,14028,86.1689,2.2443,8,Winter,Level 3,Allowed,0.401,Non-Vaccination
20/08/31,South Africa,627041,22.9375,-30.5595,540923,14149,86.266,2.2565,8,Winter,Level 3,Allowed,0.317,Non-Vaccination
20/09/01,South Africa,628259,22.9375,-30.5595,549993,14263,87.5424,2.2702,9,Spring,Level 3,Allowed,0.194,Non-Vaccination
20/09/02,South Africa,630595,22.9375,-30.5595,553456,14389,87.7673,2.2818,9,Spring,Level 3,Allowed,0.37,Non-Vaccination
20/09/03,South Africa,633015,22.9375,-30.5595,554887,14563,87.6578,2.3006,9,Spring,Level 3,Allowed,0.382,Non-Vaccination
20/09/04,South Africa,635078,22.9375,-30.5595,557818,14678,87.8346,2.3112,9,Spring,Level 3,Allowed,0.325,Non-Vaccination
