Date,Country/Region,Cases,Longitude,Latitude,Recovered,Deaths,Recovery_Rate,Death_Rate,Month,Season,Lockdown,Alcohol Sales,Infection Rate,Vaccination
21/03/20,South Africa,1536801,22.9375,-30.5595,1462110,52082,95.1398,3.389,3,Autumn,Level 1,Allowed,0.09,Vaccination
21/03/21,South Africa,1537852,22.9375,-30.5595,1463089,52111,95.1385,3.3886,3,Autumn,Level 1,Allowed,0.068,Vaccination
21/03/22,South Africa,1538451,22.9375,-30.5595,1463953,52196,95.1576,3.3928,3,Autumn,Level 1,Allowed,0.039,Vaccination
21/03/23,South Africa,1538961,22.9375,-30.5595,1465204,52251,95.2074,3.3952,3,Autumn,Level 1,Allowed,0.033,Vaccination
21/03/24,South Africa,1540009,22.9375,-30.5595,1466595,52372,95.2329,3.4008,3,Autumn,Level 1,Allowed,0.068,Vaccination
21/03/25,South Africa,1541563,22.9375,-30.5595,1467254,52535,95.1796,3.4079,3,Autumn,Level 1,Allowed,0.101,Vaccination
21/03/26,South Africa,1543079,22.9375,-30.5595,1469565,52602,95.2359,3.4089,3,Autumn,Level 1,Allowed,0.098,Vaccination
21/03/27,South Africa,1544466,22.9375,-30.5595,1471164,52648,95.2539,3.4088,3,Autumn,Level 1,Banned,0.09,Vaccination
21/03/28,South Africa,1545431,22.9375,-30.5595,1471899,52663,95.242,3.4077,3,Autumn,Level 1,Banned,0.062,Vaccination
21/03/29,South Africa,1545979,22.9375,-30.5595,1472645,52710,95.2565,3.4095,3,Autumn,Level 1,Banned,0.035,Vaccination
21/03/30,South Africa,1546735,22.9375,-30.5595,1473588,52788,95.2709,3.4129,3,Autumn,Level 1,Banned,0.049,Vaccination
21/03/31,South Africa,1548157,22.9375,-30.5595,1474319,52846,95.2306,3.4135,3,Autumn,Level 1,Banned,0.092,Vaccination
21/04/01,South Africa,1549451,22.9375,-30.5595,1474826,52897,95.1838,3.4139,4,Autumn,Level 1,Banned,0.084,Vaccination
21/04/02,South Africa,1550724,22.9375,-30.5595,1475398,52946,95.1425,3.4143,4,Autumn,Level 1,Banned,0.08199999999999999,Vaccination
21/04/03,South Africa,1551501,22.9375,-30.5595,1476605,52954,95.1727,3.4131,4,Autumn,Level 1,Banned,0.05,Vaccination
21/04/04,South Africa,1551964,22.9375,-30.5595,1477363,52987,95.1931,3.4142,4,Autumn,Level 1,Banned,0.03,Vaccination
21/04/05,South Africa,1552416,22.9375,-30.5595,1478088,52995,95.2121,3.4137,4,Autumn,Level 1,Banned,0.029,Vaccination
21/04/06,South Africa,1552853,22.9375,-30.5595,1478820,53032,95.2325,3.4151,4,Autumn,Level 1,Banned,0.028,Vaccination
21/04/07,South Africa,1553609,22.9375,-30.5595,1479821,53111,95.2505,3.4186,4,Autumn,Level 1,Banned,0.049,Vaccination
21/04/08,South Africa,1554975,22.9375,-30.5595,1480632,53173,95.219,3.4195,4,Autumn,Level 1,Banned,0.08800000000000001,Vaccination
21/04/09,South Africa,1556242,22.9375,-30.5595,1481637,53226,95.2061,3.4202,4,Autumn,Level 1,Banned,0.081,Vaccination
21/04/10,South Africa,1557527,22.9375,-30.5595,1482682,53256,95.1946,3.4193,4,Autumn,Level 1,Banned,0.083,Vaccination
21/04/11,South Africa,1558458,22.9375,-30.5595,1483296,53322,95.1772,3.4215,4,Autumn,Level 1,Banned,0.06,Vaccination
21/04/12,South Africa,1559113,22.9375,-30.5595,1484356,53356,95.2052,3.4222,4,Autumn,Level 1,Banned,0.042,Vaccination
21/04/13,South Africa,1559960,22.9375,-30.5595,1485315,53423,95.2149,3.4246,4,Autumn,Level 1,Banned,0.054000000000000006,Vaccination
21/04/14,South Africa,1561559,22.9375,-30.5595,1486873,53498,95.2172,3.4259,4,Autumn,Level 1,Banned,0.102,Vaccination
21/04/15,South Africa,1562931,22.9375,-30.5595,1488060,53571,95.2096,3.4276,4,Autumn,Level 1,Banned,0.08800000000000001,Vaccination
21/04/16,South Africa,1564355,22.9375,-30.5595,1488572,53663,95.1556,3.4304,4,Autumn,Level 1,Banned,0.091,Vaccination
21/04/17,South Africa,1565680,22.9375,-30.5595,1489457,53711,95.1316,3.4305,4,Autumn,Level 1,Banned,0.085,Vaccination
21/04/18,South Africa,1566769,22.9375,-30.5595,1490143,53736,95.1093,3.4297,4,Autumn,Level 1,Banned,0.07,Vaccination
21/04/19,South Africa,1567513,22.9375,-30.5595,1490876,53757,95.1109,3.4294,4,Autumn,Level 1,Banned,0.047,Vaccination
21/04/20,South Africa,1568366,22.9375,-30.5595,1494630,53887,95.2985,3.4359,4,Autumn,Level 1,Banned,0.054000000000000006,Vaccination
21/04/21,South Africa,1569935,22.9375,-30.5595,1495864,53940,95.2819,3.4358,4,Autumn,Level 1,Banned,0.1,Vaccination
21/04/22,South Africa,1571348,22.9375,-30.5595,1496756,53995,95.253,3.4362,4,Autumn,Level 1,Banned,0.09,Vaccination
21/04/23,South Africa,1572985,22.9375,-30.5595,1499110,54066,95.3035,3.4372,4,Autumn,Level 1,Banned,0.104,Vaccination
21/04/24,South Africa,1574370,22.9375,-30.5595,1500360,54125,95.2991,3.4379,4,Autumn,Level 1,Banned,0.08800000000000001,Vaccination
21/04/25,South Africa,1575471,22.9375,-30.5595,1501185,54148,95.2848,3.4369,4,Autumn,Level 1,Banned,0.07,Vaccination
21/04/26,South Africa,1576320,22.9375,-30.5595,1501880,54186,95.2776,3.4375,4,Autumn,Level 1,Banned,0.054000000000000006,Vaccination
21/04/27,South Africa,1577200,22.9375,-30.5595,1502986,54237,95.2946,3.4388,4,Autumn,Level 1,Banned,0.056,Vaccination
21/04/28,South Africa,1578450,22.9375,-30.5595,1503611,54285,95.2587,3.4391,4,Autumn,Level 1,Banned,0.079,Vaccination
21/04/29,South Africa,1579536,22.9375,-30.5595,1504426,54331,95.2448,3.4397,4,Autumn,Level 1,Banned,0.069,Vaccination
21/04/30,South Africa,1581210,22.9375,-30.5595,1505620,54350,95.2195,3.4372,4,Autumn,Level 1,Banned,0.106,Vaccination
21/05/01,South Africa,1582842,22.9375,-30.5595,1506732,54406,95.1916,3.4372,5,Autumn,Level 1,Banned,0.103,Vaccination
21/05/02,South Africa,1584064,22.9375,-30.5595,1507778,54417,95.1842,3.4353,5,Autumn,Level 1,Banned,0.077,Vaccination
21/05/03,South Africa,1584961,22.9375,-30.5595,1508558,54452,95.1795,3.4355,5,Autumn,Level 1,Banned,0.057,Vaccination
21/05/04,South Africa,1586148,22.9375,-30.5595,1509656,54511,95.1775,3.4367,5,Autumn,Level 1,Banned,0.075,Vaccination
21/05/05,South Africa,1588221,22.9375,-30.5595,1510385,54557,95.0992,3.4351,5,Autumn,Level 1,Banned,0.131,Vaccination
21/05/06,South Africa,1590370,22.9375,-30.5595,1511905,54620,95.0662,3.4344,5,Autumn,Level 1,Banned,0.135,Vaccination
21/05/07,South Africa,1592626,22.9375,-30.5595,1513202,54687,95.013,3.4338,5,Autumn,Level 1,Banned,0.142,Vaccination
21/05/08,South Africa,1592626,22.9375,-30.5595,1513202,54687,95.013,3.4338,5,Autumn,Level 1,Banned,0.0,Vaccination
21/05/09,South Africa,1596595,22.9375,-30.5595,1516256,54735,94.9681,3.4282,5,Autumn,Level 1,Banned,0.249,Vaccination
21/05/10,South Africa,1597724,22.9375,-30.5595,1517350,54825,94.9695,3.4314,5,Autumn,Level 1,Banned,0.071,Vaccination
21/05/11,South Africa,1599272,22.9375,-30.5595,1519258,54896,94.9968,3.4326,5,Autumn,Level 1,Banned,0.097,Vaccination
21/05/12,South Africa,1602031,22.9375,-30.5595,1519734,54968,94.863,3.4311,5,Autumn,Level 1,Banned,0.172,Vaccination
21/05/13,South Africa,1605252,22.9375,-30.5595,1520878,55012,94.7439,3.427,5,Autumn,Level 1,Banned,0.201,Vaccination
21/05/14,South Africa,1608393,22.9375,-30.5595,1522165,55124,94.6389,3.4273,5,Autumn,Level 1,Banned,0.195,Vaccination
21/05/15,South Africa,1611143,22.9375,-30.5595,1523243,55183,94.5442,3.4251,5,Autumn,Level 1,Banned,0.171,Vaccination
21/05/16,South Africa,1613728,22.9375,-30.5595,1524352,55210,94.4615,3.4213,5,Autumn,Level 1,Banned,0.16,Vaccination
21/05/17,South Africa,1615485,22.9375,-30.5595,1526638,55260,94.5003,3.4206,5,Autumn,Level 1,Banned,0.109,Vaccination
21/05/18,South Africa,1617840,22.9375,-30.5595,1527968,55340,94.4449,3.4206,5,Autumn,Level 1,Banned,0.146,Vaccination
21/05/19,South Africa,1621362,22.9375,-30.5595,1528868,55507,94.2953,3.4235,5,Autumn,Level 1,Banned,0.217,Vaccination
21/05/20,South Africa,1625003,22.9375,-30.5595,1531993,55568,94.2763,3.4196,5,Autumn,Level 1,Banned,0.224,Vaccination
21/05/21,South Africa,1628335,22.9375,-30.5595,1534350,55719,94.2282,3.4218,5,Autumn,Level 1,Banned,0.205,Vaccination
21/05/22,South Africa,1632571,22.9375,-30.5595,1537430,55772,94.1723,3.4162,5,Autumn,Level 1,Banned,0.259,Vaccination
21/05/23,South Africa,1635465,22.9375,-30.5595,1539395,55802,94.1258,3.412,5,Autumn,Level 1,Banned,0.177,Vaccination
21/05/24,South Africa,1637848,22.9375,-30.5595,1541250,55874,94.1021,3.4114,5,Autumn,Level 1,Banned,0.145,Vaccination
21/05/25,South Africa,1637848,22.9375,-30.5595,1543951,55976,94.2671,3.4177,5,Autumn,Level 1,Banned,0.0,Vaccination
21/05/26,South Africa,1645555,22.9375,-30.5595,1546583,56077,93.9855,3.4078,5,Autumn,Level 1,Banned,0.468,Vaccination
21/05/27,South Africa,1649977,22.9375,-30.5595,1548092,56170,93.8251,3.4043,5,Autumn,Level 1,Banned,0.268,Vaccination
21/05/28,South Africa,1654551,22.9375,-30.5595,1551520,56293,93.7729,3.4023,5,Autumn,Level 1,Banned,0.276,Vaccination
21/05/29,South Africa,1659070,22.9375,-30.5595,1554184,56363,93.678,3.3973,5,Autumn,Level 1,Banned,0.272,Vaccination
21/05/30,South Africa,1659070,22.9375,-30.5595,1554184,56363,93.678,3.3973,5,Autumn,Level 1,Banned,0.0,Vaccination
21/05/31,South Africa,1665617,22.9375,-30.5595,1559337,56506,93.6192,3.3925,5,Autumn,Level 2,Banned,0.393,Vaccination
21/06/01,South Africa,1669231,22.9375,-30.5595,1563719,56601,93.679,3.3908,6,Winter,Level 2,Allowed,0.217,Vaccination
21/06/02,South Africa,1675013,22.9375,-30.5595,1565684,56711,93.4729,3.3857,6,Winter,Level 2,Allowed,0.345,Vaccination
21/06/03,South Africa,1680373,22.9375,-30.5595,1567635,56765,93.2909,3.3781,6,Winter,Level 2,Allowed,0.319,Vaccination
21/06/04,South Africa,1686041,22.9375,-30.5595,1570975,56832,93.1754,3.3707,6,Winter,Level 2,Allowed,0.336,Vaccination
21/06/05,South Africa,1691491,22.9375,-30.5595,1574223,56929,93.0672,3.3656,6,Winter,Level 2,Allowed,0.322,Vaccination
21/06/06,South Africa,1696564,22.9375,-30.5595,1578033,56974,93.0135,3.3582,6,Winter,Level 2,Allowed,0.299,Vaccination
21/06/07,South Africa,1699849,22.9375,-30.5595,1581540,57063,93.04,3.3569,6,Winter,Level 2,Allowed,0.193,Vaccination
21/06/08,South Africa,1704058,22.9375,-30.5595,1587015,57183,93.1315,3.3557,6,Winter,Level 2,Allowed,0.247,Vaccination
21/06/09,South Africa,1712939,22.9375,-30.5595,1589501,57310,92.7938,3.3457,6,Winter,Level 2,Allowed,0.518,Vaccination
21/06/10,South Africa,1722086,22.9375,-30.5595,1593059,57410,92.5075,3.3337,6,Winter,Level 2,Allowed,0.531,Vaccination
21/06/11,South Africa,1730106,22.9375,-30.5595,1598293,57592,92.3812,3.3288,6,Winter,Level 2,Allowed,0.464,Vaccination
21/06/12,South Africa,1739425,22.9375,-30.5595,1602406,57706,92.1227,3.3175,6,Winter,Level 2,Allowed,0.536,Vaccination
21/06/13,South Africa,1747082,22.9375,-30.5595,1606581,57765,91.958,3.3064,6,Winter,Level 2,Allowed,0.438,Vaccination
21/06/14,South Africa,1752630,22.9375,-30.5595,1611447,57879,91.9445,3.3024,6,Winter,Level 2,Allowed,0.317,Vaccination
21/06/15,South Africa,1761066,22.9375,-30.5595,1616405,58087,91.7856,3.2984,6,Winter,Level 2,Allowed,0.479,Vaccination
21/06/16,South Africa,1774312,22.9375,-30.5595,1620317,58223,91.3209,3.2814,6,Winter,Level 3,Allowed,0.747,Vaccination
21/06/17,South Africa,1786079,22.9375,-30.5595,1623319,58323,90.8873,3.2654,6,Winter,Level 3,Allowed,0.659,Vaccination
21/06/18,South Africa,1796589,22.9375,-30.5595,1632182,58441,90.8489,3.2529,6,Winter,Level 3,Allowed,0.585,Vaccination
21/06/19,South Africa,1810164,22.9375,-30.5595,1640849,58590,90.6464,3.2367,6,Winter,Level 3,Allowed,0.75,Vaccination
21/06/20,South Africa,1823319,22.9375,-30.5595,1647503,58702,90.3574,3.2195,6,Winter,Level 3,Allowed,0.721,Vaccination
21/06/21,South Africa,1832479,22.9375,-30.5595,1656680,58795,90.4065,3.2085,6,Winter,Level 3,Allowed,0.5,Vaccination
21/06/22,South Africa,1843572,22.9375,-30.5595,1665540,59092,90.3431,3.2053,6,Winter,Level 3,Allowed,0.602,Vaccination
21/06/23,South Africa,1861065,22.9375,-30.5595,1671391,59258,89.8083,3.1841,6,Winter,Level 3,Allowed,0.94,Vaccination
21/06/24,South Africa,1877143,22.9375,-30.5595,1675827,59406,89.2754,3.1647,6,Winter,Level 3,Allowed,0.857,Vaccination
21/06/25,South Africa,1895905,22.9375,-30.5595,1690380,59621,89.1595,3.1447,6,Winter,Level 3,Allowed,0.99,Vaccination
21/06/26,South Africa,1913861,22.9375,-30.5595,1702070,59778,88.9338,3.1234,6,Winter,Level 3,Allowed,0.938,Vaccination
21/06/27,South Africa,1928897,22.9375,-30.5595,1709999,59900,88.6516,3.1054,6,Winter,Level 3,Allowed,0.78,Vaccination
21/06/28,South Africa,1941119,22.9375,-30.5595,1723882,60038,88.8087,3.093,6,Winter,Level 4,Banned,0.63,Vaccination
21/06/29,South Africa,1954466,22.9375,-30.5595,1739976,60264,89.0256,3.0834,6,Winter,Level 4,Banned,0.6829999999999999,Vaccination
21/06/30,South Africa,1973972,22.9375,-30.5595,1748042,60647,88.5545,3.0723,6,Winter,Level 4,Banned,0.988,Vaccination
21/07/01,South Africa,1995556,22.9375,-30.5595,1754793,61029,87.935,3.0582,7,Winter,Level 4,Banned,1.082,Vaccination
21/07/02,South Africa,2019826,22.9375,-30.5595,1773930,61332,87.8259,3.0365,7,Winter,Level 4,Banned,1.202,Vaccination
21/07/03,South Africa,2046311,22.9375,-30.5595,1792361,61507,87.5899,3.0058,7,Winter,Level 4,Banned,1.294,Vaccination
21/07/04,South Africa,2062896,22.9375,-30.5595,1808082,61840,87.6478,2.9977,7,Winter,Level 4,Banned,0.804,Vaccination
21/07/05,South Africa,2075409,22.9375,-30.5595,1827821,62171,88.0704,2.9956,7,Winter,Level 4,Banned,0.603,Vaccination
21/07/06,South Africa,2090909,22.9375,-30.5595,1845038,62628,88.241,2.9953,7,Winter,Level 4,Banned,0.741,Vaccination
21/07/07,South Africa,2112336,22.9375,-30.5595,1853804,63039,87.7608,2.9843,7,Winter,Level 4,Banned,1.014,Vaccination
21/07/08,South Africa,2135246,22.9375,-30.5595,1862900,63499,87.2452,2.9738,7,Winter,Level 4,Banned,1.073,Vaccination
21/07/09,South Africa,2157687,22.9375,-30.5595,1884170,63873,87.3236,2.9603,7,Winter,Level 4,Banned,1.04,Vaccination
21/07/10,South Africa,2179297,22.9375,-30.5595,1904107,64138,87.3725,2.9431,7,Winter,Level 4,Banned,0.992,Vaccination
21/07/11,South Africa,2195599,22.9375,-30.5595,1922601,64289,87.5661,2.9281,7,Winter,Level 4,Banned,0.742,Vaccination
21/07/12,South Africa,2206781,22.9375,-30.5595,1943513,64509,88.07,2.9232,7,Winter,Level 4,Banned,0.507,Vaccination
21/07/13,South Africa,2219316,22.9375,-30.5595,1961448,65142,88.3807,2.9352,7,Winter,Level 4,Banned,0.565,Vaccination
21/07/14,South Africa,2236805,22.9375,-30.5595,1970516,65595,88.0951,2.9325,7,Winter,Level 4,Banned,0.782,Vaccination
21/07/15,South Africa,2253240,22.9375,-30.5595,1982122,65972,87.9676,2.9279,7,Winter,Level 4,Banned,0.7290000000000001,Vaccination
21/07/16,South Africa,2269179,22.9375,-30.5595,2009456,66385,88.5543,2.9255,7,Winter,Level 4,Banned,0.7020000000000001,Vaccination
21/07/17,South Africa,2283880,22.9375,-30.5595,2028881,66676,88.8348,2.9194,7,Winter,Level 4,Banned,0.644,Vaccination
21/07/18,South Africa,2295095,22.9375,-30.5595,2050164,66859,89.3281,2.9131,7,Winter,Level 4,Banned,0.489,Vaccination
21/07/19,South Africa,2302304,22.9375,-30.5595,2069085,67080,89.8702,2.9136,7,Winter,Level 4,Banned,0.313,Vaccination
21/07/20,South Africa,2311232,22.9375,-30.5595,2085119,67676,90.2168,2.9281,7,Winter,Level 4,Banned,0.386,Vaccination
21/07/21,South Africa,2327472,22.9375,-30.5595,2098818,68192,90.1759,2.9299,7,Winter,Level 4,Banned,0.698,Vaccination
21/07/22,South Africa,2342330,22.9375,-30.5595,2109820,68625,90.0736,2.9298,7,Winter,Level 4,Banned,0.634,Vaccination
21/07/23,South Africa,2356049,22.9375,-30.5595,2133196,69075,90.5412,2.9318,7,Winter,Level 4,Banned,0.5820000000000001,Vaccination
21/07/24,South Africa,2368105,22.9375,-30.5595,2147168,69488,90.6703,2.9343,7,Winter,Level 4,Banned,0.509,Vaccination
21/07/25,South Africa,2377823,22.9375,-30.5595,2158183,69775,90.763,2.9344,7,Winter,Level 4,Banned,0.409,Vaccination
21/07/26,South Africa,2383490,22.9375,-30.5595,2169452,70018,91.02,2.9376,7,Winter,Level 3,Banned,0.238,Vaccination
21/07/27,South Africa,2391223,22.9375,-30.5595,2180494,70338,91.1874,2.9415,7,Winter,Level 3,Banned,0.32299999999999995,Vaccination
21/07/28,South Africa,2408525,22.9375,-30.5595,2180494,70908,90.5323,2.944,7,Winter,Level 3,Banned,0.718,Vaccination
21/07/29,South Africa,2422151,22.9375,-30.5595,2194762,71431,90.6121,2.9491,7,Winter,Level 3,Banned,0.563,Vaccination
21/07/30,South Africa,2435036,22.9375,-30.5595,2207960,71679,90.6746,2.9437,7,Winter,Level 3,Banned,0.529,Vaccination
21/07/31,South Africa,2447454,22.9375,-30.5595,2222338,72013,90.802,2.9424,7,Winter,Level 3,Banned,0.507,Vaccination
21/08/01,South Africa,2456184,22.9375,-30.5595,2230871,72191,90.8267,2.9392,8,Winter,Level 3,Banned,0.355,Vaccination
21/08/02,South Africa,2461758,22.9375,-30.5595,2238388,72437,90.9264,2.9425,8,Winter,Level 3,Banned,0.226,Vaccination
21/08/03,South Africa,2470746,22.9375,-30.5595,2250708,72992,91.0943,2.9542,8,Winter,Level 3,Banned,0.364,Vaccination
21/08/04,South Africa,2484009,22.9375,-30.5595,2258603,73415,90.9257,2.9555,8,Winter,Level 3,Banned,0.534,Vaccination
21/08/05,South Africa,2497655,22.9375,-30.5595,0,73873,0.0,2.9577,8,Winter,Level 3,Banned,0.546,Vaccination
21/08/06,South Africa,2511178,22.9375,-30.5595,0,74352,0.0,2.9608,8,Winter,Level 3,Banned,0.539,Vaccination
21/08/07,South Africa,2523488,22.9375,-30.5595,0,74623,0.0,2.9571,8,Winter,Level 3,Banned,0.488,Vaccination
21/08/08,South Africa,2533466,22.9375,-30.5595,0,74813,0.0,2.9530000000000003,8,Winter,Level 3,Banned,0.394,Vaccination
21/08/09,South Africa,2540222,22.9375,-30.5595,0,75012,0.0,2.9530000000000003,8,Winter,Level 3,Banned,0.266,Vaccination
21/08/10,South Africa,2546762,22.9375,-30.5595,0,75201,0.0,2.9528,8,Winter,Level 3,Banned,0.257,Vaccination
21/08/11,South Africa,2554240,22.9375,-30.5595,0,75774,0.0,2.9666,8,Winter,Level 3,Banned,0.293,Vaccination
21/08/12,South Africa,2568511,22.9375,-30.5595,0,76247,0.0,2.9685,8,Winter,Level 3,Banned,0.556,Vaccination
21/08/13,South Africa,2582427,22.9375,-30.5595,0,76631,0.0,2.9674,8,Winter,Level 3,Banned,0.539,Vaccination
21/08/14,South Africa,2595447,22.9375,-30.5595,0,76869,0.0,2.9617,8,Winter,Level 3,Banned,0.502,Vaccination
21/08/15,South Africa,2605586,22.9375,-30.5595,0,77141,0.0,2.9606,8,Winter,Level 3,Banned,0.389,Vaccination
21/08/16,South Africa,2613569,22.9375,-30.5595,0,77440,0.0,2.963,8,Winter,Level 3,Banned,0.305,Vaccination
21/08/17,South Africa,2624254,22.9375,-30.5595,0,77993,0.0,2.972,8,Winter,Level 3,Allowed,0.407,Vaccination
21/08/18,South Africa,2638981,22.9375,-30.5595,0,78377,0.0,2.97,8,Winter,Level 3,Allowed,0.5579999999999999,Vaccination
21/08/19,South Africa,2652652,22.9375,-30.5595,0,78694,0.0,2.9666,8,Winter,Level 3,Allowed,0.515,Vaccination
21/08/20,South Africa,2666964,22.9375,-30.5595,0,78983,0.0,2.9615,8,Winter,Level 3,Allowed,0.537,Vaccination
21/08/21,South Africa,2680225,22.9375,-30.5595,0,79251,0.0,2.9569,8,Winter,Level 3,Allowed,0.495,Vaccination
21/08/22,South Africa,2690973,22.9375,-30.5595,0,79421,0.0,2.9514,8,Winter,Level 3,Allowed,0.399,Vaccination
21/08/23,South Africa,2698605,22.9375,-30.5595,0,79584,0.0,2.9491,8,Winter,Level 3,Allowed,0.28300000000000003,Vaccination
21/08/24,South Africa,2708951,22.9375,-30.5595,0,79953,0.0,2.9514,8,Winter,Level 3,Allowed,0.382,Vaccination
21/08/25,South Africa,2722202,22.9375,-30.5595,0,80469,0.0,2.9560000000000004,8,Winter,Level 3,Allowed,0.487,Vaccination
21/08/26,South Africa,2734973,22.9375,-30.5595,0,80826,0.0,2.9553,8,Winter,Level 3,Allowed,0.467,Vaccination
21/08/27,South Africa,2747018,22.9375,-30.5595,0,81187,0.0,2.9555,8,Winter,Level 3,Allowed,0.438,Vaccination
21/08/28,South Africa,2757191,22.9375,-30.5595,0,81461,0.0,2.9545,8,Winter,Level 3,Allowed,0.369,Vaccination
21/08/29,South Africa,2764931,22.9375,-30.5595,0,81595,0.0,2.9511,8,Winter,Level 3,Allowed,0.28,Vaccination
21/08/30,South Africa,2770575,22.9375,-30.5595,0,81830,0.0,2.9535,8,Winter,Level 3,Allowed,0.204,Vaccination
21/08/31,South Africa,2777659,22.9375,-30.5595,0,82261,0.0,2.9615,8,Winter,Level 3,Allowed,0.255,Vaccination
21/09/01,South Africa,2787203,22.9375,-30.5595,0,82496,0.0,2.9598,9,Spring,Level 3,Allowed,0.342,Vaccination
21/09/02,South Africa,2796405,22.9375,-30.5595,0,82914,0.0,2.965,9,Spring,Level 3,Allowed,0.329,Vaccination
21/09/03,South Africa,2805604,22.9375,-30.5595,0,83161,0.0,2.9641,9,Spring,Level 3,Allowed,0.328,Vaccination
21/09/04,South Africa,2814014,22.9375,-30.5595,0,83343,0.0,2.9617,9,Spring,Level 3,Allowed,0.299,Vaccination
21/09/05,South Africa,2819945,22.9375,-30.5595,0,83419,0.0,2.9582,9,Spring,Level 3,Allowed,0.21,Vaccination
21/09/06,South Africa,2824063,22.9375,-30.5595,0,83617,0.0,2.9609,9,Spring,Level 3,Allowed,0.146,Vaccination
